Number,X,Y,Elev,Transect,Element,Type
2507,1789526.329,304810.56,-1.774,5,15,ROCK TOP
2508,1789525.077,304809.081,-1.514,5,15,ROCK TOP
2509,1789523.761,304807.937,-1.678,5,15,ROCK TOP
2510,1789522.548,304805.741,-1.64,5,15,ROCK TOP
2511,1789520.382,304805.195,-1.561,5,15,ROCK TOP
2512,1789518.547,304802.317,-1.389,5,15,ROCK TOP
2513,1789517.723,304800.92,-1.507,5,15,ROCK TOP
2514,1789516.342,304799.566,-1.486,5,15,ROCK TOP
2515,1789514.684,304798.946,-1.643,5,15,ROCK TOP
2516,1789512.741,304797.916,-1.57,5,15,ROCK TOP
2517,1789510.458,304797.328,-1.422,5,15,ROCK TOP
2518,1789509.274,304795.643,-1.582,5,15,ROCK TOP
2519,1789507.731,304794.803,-1.725,5,15,ROCK TOP
2520,1789505.972,304794.061,-1.698,5,15,ROCK TOP
2521,1789504.685,304793.216,-2.908,5,15,GS
2379,1789516.083,304824.973,-2.937,6,15,GS
2380,1789516.17,304823.702,-1.638,6,15,ROCK TOP
2381,1789514.334,304822.784,-1.476,6,15,ROCK TOP
2382,1789512.451,304821.444,-1.601,6,15,ROCK TOP
2383,1789511.153,304820.59,-1.613,6,15,ROCK TOP
2384,1789510.079,304819.055,-1.663,6,15,ROCK TOP
2385,1789508.915,304817.962,-1.724,6,15,ROCK TOP
2386,1789507.722,304816.148,-1.644,6,15,ROCK TOP
2387,1789506.308,304814.363,-1.685,6,15,ROCK TOP
2388,1789504.871,304813.412,-1.556,6,15,ROCK TOP
2389,1789503.544,304812.333,-1.504,6,15,ROCK TOP
2390,1789502.93,304811.414,-1.694,6,15,ROCK TOP
2391,1789500.921,304811.301,-1.715,6,15,ROCK TOP
2392,1789500.139,304809.325,-1.769,6,15,ROCK TOP
2393,1789498.804,304807,-1.879,6,15,ROCK TOP
2394,1789497.113,304805.642,-1.678,6,15,ROCK TOP
2395,1789495.021,304804.997,-1.61,6,15,ROCK TOP
2396,1789494.389,304803.01,-3.006,6,15,GS
2522,1789475.334,304819.938,-2.884,7,15,GS
2523,1789476.473,304820.825,-1.792,7,15,ROCK TOP
2524,1789477.18,304821.562,-1.589,7,15,ROCK TOP
2525,1789479.144,304823.375,-1.402,7,15,ROCK TOP
2526,1789480.392,304825.389,-1.731,7,15,ROCK TOP
2527,1789482.092,304827.108,-1.586,7,15,ROCK TOP
2528,1789483.723,304828.789,-1.563,7,15,ROCK TOP
2529,1789485.748,304829.939,-1.657,7,15,ROCK TOP
2530,1789487.453,304831.513,-1.673,7,15,ROCK TOP
2531,1789489.009,304832.565,-1.538,7,15,ROCK TOP
2532,1789489.804,304833.788,-1.416,7,15,ROCK TOP
2533,1789490.164,304834.761,-1.737,7,15,ROCK TOP
2534,1789492.073,304835.444,-1.639,7,15,ROCK TOP
2535,1789493.172,304836.866,-1.538,7,15,ROCK TOP
2536,1789494.462,304837.638,-1.833,7,15,ROCK TOP
2537,1789496.001,304838.823,-1.642,7,15,ROCK TOP
2538,1789498.07,304841.558,-2.968,7,15,GS
2397,1789420.232,304869.127,-2.846,8,15,GS
2398,1789421.993,304869.497,-1.792,8,15,ROCK TOP
2399,1789422.625,304871.958,-1.623,8,15,ROCK TOP
2400,1789424.347,304874.64,-1.638,8,15,ROCK TOP
2401,1789424.618,304877.467,-1.604,8,15,ROCK TOP
2402,1789427.691,304878.46,-1.726,8,15,ROCK TOP
2403,1789429.809,304880.215,-1.519,8,15,ROCK TOP
2404,1789430.097,304881.951,-1.494,8,15,ROCK TOP
2405,1789432.211,304882.144,-1.579,8,15,ROCK TOP
2406,1789435.362,304884.552,-1.458,8,15,ROCK TOP
2407,1789436.116,304886.603,-1.685,8,15,ROCK TOP
2408,1789437.205,304888.026,-1.564,8,15,ROCK TOP
2409,1789439.198,304889.768,-1.649,8,15,ROCK TOP
2410,1789440.976,304892.41,-1.708,8,15,ROCK TOP
2411,1789441.748,304893.057,-2.964,8,15,GS
2539,1789389.036,304939.996,-2.72,9,15,GS
2540,1789388.427,304938.177,-1.79,9,15,ROCK TOP
2541,1789387.542,304936.792,-1.541,9,15,ROCK TOP
2542,1789385.479,304935.911,-1.68,9,15,ROCK TOP
2543,1789384.381,304934.092,-1.625,9,15,ROCK TOP
2544,1789383.138,304932.774,-1.667,9,15,ROCK TOP
2545,1789381.873,304932.512,-1.582,9,15,ROCK TOP
2546,1789380.636,304932.117,-1.546,9,15,ROCK TOP
2547,1789379.271,304931.828,-1.503,9,15,ROCK TOP
2548,1789378.058,304930.518,-1.532,9,15,ROCK TOP
2549,1789377.185,304929.056,-1.374,9,15,ROCK TOP
2550,1789375.287,304928.884,-1.678,9,15,ROCK TOP
2551,1789373.35,304927.865,-1.473,9,15,ROCK TOP
2552,1789372.399,304927.351,-1.423,9,15,ROCK TOP
2553,1789371.232,304925.506,-1.662,9,15,ROCK TOP
2554,1789370.014,304925.04,-1.437,9,15,ROCK TOP
2555,1789368.779,304924.387,-1.707,9,15,ROCK TOP
2556,1789366.917,304922.978,-1.504,9,15,ROCK TOP
2557,1789365.154,304921.931,-1.739,9,15,ROCK TOP
2558,1789364.32,304920.418,-1.81,9,15,ROCK TOP
2559,1789362.347,304920.931,-2.882,9,15,GS
2560,1789347.058,304936.298,-2.691,10,15,GS
2561,1789347.068,304937.188,-1.512,10,15,ROCK TOP
2562,1789348.983,304938.284,-1.738,10,15,ROCK TOP
2563,1789350.542,304939.185,-1.691,10,15,ROCK TOP
2564,1789351.428,304940.386,-1.875,10,15,ROCK TOP
2565,1789352.169,304941.904,-1.635,10,15,ROCK TOP
2566,1789353.984,304943.339,-1.477,10,15,ROCK TOP
2567,1789355.908,304944.085,-1.76,10,15,ROCK TOP
2568,1789356.674,304945.037,-1.696,10,15,ROCK TOP
2569,1789358.451,304946.519,-1.639,10,15,ROCK TOP
2570,1789360.205,304947.168,-1.666,10,15,ROCK TOP
2571,1789361.522,304949.364,-1.68,10,15,ROCK TOP
2572,1789362.895,304950.422,-1.636,10,15,ROCK TOP
2573,1789363.233,304952.419,-1.592,10,15,ROCK TOP
2574,1789364.305,304953.025,-1.521,10,15,ROCK TOP
2575,1789365.065,304953.063,-1.333,10,15,ROCK TOP
2576,1789366.643,304955.299,-1.734,10,15,ROCK TOP
2577,1789367.664,304957.729,-1.76,10,15,ROCK TOP
2578,1789368.945,304959.106,-2.733,10,15,GS
2579,1789293.754,304983.894,-2.896,11,15,GS
2580,1789294.534,304984.909,-1.579,11,15,ROCK TOP
2581,1789295.803,304986.502,-1.549,11,15,ROCK TOP
2582,1789296.289,304988.258,-1.648,11,15,ROCK TOP
2583,1789297.133,304990.08,-1.517,11,15,ROCK TOP
2584,1789298.299,304991.934,-1.561,11,15,ROCK TOP
2585,1789298.655,304993.117,-1.355,11,15,ROCK TOP
2586,1789299.947,304994.121,-1.518,11,15,ROCK TOP
2587,1789300.973,304995.792,-1.498,11,15,ROCK TOP
2588,1789301.643,304996.784,-1.485,11,15,ROCK TOP
2589,1789302.001,304998.4,-1.563,11,15,ROCK TOP
2590,1789302.82,304999.834,-1.872,11,15,ROCK TOP
2591,1789302.938,305001.655,-1.634,11,15,ROCK TOP
2592,1789304.29,305002.626,-1.634,11,15,ROCK TOP
2593,1789305.09,305003.842,-1.435,11,15,ROCK TOP
2594,1789306.464,305005.046,-1.613,11,15,ROCK TOP
2595,1789306.803,305006.868,-1.727,11,15,ROCK TOP
2596,1789307.719,305008.792,-1.655,11,15,ROCK TOP
2597,1789309.716,305010.584,-1.663,11,15,ROCK TOP
2598,1789309.771,305011.284,-2.865,11,15,GS
2599,1789272.981,305046.462,-3.274,12,15,GS
2600,1789272.717,305045.527,-1.672,12,15,ROCK TOP
2601,1789271.67,305043.604,-1.701,12,15,ROCK TOP
2602,1789271.205,305041.153,-1.573,12,15,ROCK TOP
2603,1789270.011,305039.695,-1.446,12,15,ROCK TOP
2604,1789268.159,305037.726,-1.397,12,15,ROCK TOP
2605,1789267.269,305035.971,-1.688,12,15,ROCK TOP
2606,1789265.755,305034.463,-1.651,12,15,ROCK TOP
2607,1789264.601,305032.739,-1.65,12,15,ROCK TOP
2608,1789263.309,305030.805,-1.657,12,15,ROCK TOP
2609,1789263.16,305028.605,-1.601,12,15,ROCK TOP
2610,1789262.298,305025.566,-1.716,12,15,ROCK TOP
2611,1789260.521,305023.997,-1.631,12,15,ROCK TOP
2612,1789258.337,305021.654,-1.856,12,15,ROCK TOP
2613,1789257.025,305019.775,-1.615,12,15,ROCK TOP
2614,1789253.762,305018.72,-1.655,12,15,ROCK TOP
2615,1789255.525,305016.381,-3.091,12,15,GS
3492,1789217.166,305052.682,-3.358,13,15,GS
3493,1789218.066,305053.652,-2.105,13,15,ROCK TOP
3494,1789220.429,305055.961,-1.912,13,15,ROCK TOP
3495,1789221.657,305057.742,-1.973,13,15,ROCK TOP
3496,1789223.97,305059.585,-1.769,13,15,ROCK TOP
3497,1789225.841,305061.358,-1.938,13,15,ROCK TOP
3498,1789226.649,305062.722,-1.881,13,15,ROCK TOP
3499,1789228.521,305064.392,-1.834,13,15,ROCK TOP
3500,1789229.731,305065.775,-1.85,13,15,ROCK TOP
3501,1789231.865,305068.051,-1.963,13,15,ROCK TOP
3502,1789233.029,305069.736,-1.881,13,15,ROCK TOP
3503,1789234.895,305071.661,-1.856,13,15,ROCK TOP
3504,1789236.295,305072.833,-1.942,13,15,ROCK TOP
3505,1789237.29,305074.141,-1.887,13,15,ROCK TOP
3506,1789237.931,305075.321,-1.914,13,15,ROCK TOP
3507,1789238.415,305076.272,-3.688,13,15,GS
2623,1789095.593,305149.542,-3.037,1,16,GS
2624,1789096.322,305151.232,-1.642,1,16,ROCK TOP
2625,1789098.297,305151.435,-1.608,1,16,ROCK TOP
2626,1789098.007,305154.263,-1.579,1,16,ROCK TOP
2627,1789099.169,305155.574,-1.665,1,16,ROCK TOP
2628,1789100.707,305156.494,-1.584,1,16,ROCK TOP
2629,1789100.87,305158.155,-1.624,1,16,ROCK TOP
2630,1789102.242,305160.442,-1.666,1,16,ROCK TOP
2631,1789103.593,305162.47,-1.721,1,16,ROCK TOP
2632,1789104.315,305163.776,-1.611,1,16,ROCK TOP
2633,1789105.402,305166.122,-1.617,1,16,ROCK TOP
2634,1789106.376,305168.187,-1.749,1,16,ROCK TOP
2635,1789107.735,305170.128,-1.572,1,16,ROCK TOP
2636,1789109.436,305172.034,-1.678,1,16,ROCK TOP
2637,1789110.155,305173.764,-1.689,1,16,ROCK TOP
2638,1789111.028,305175.178,-3.132,1,16,GS
2639,1789056.377,305213.556,-2.734,2,16,GS
2640,1789055.41,305211.894,-1.713,2,16,ROCK TOP
2641,1789054.413,305210.619,-1.499,2,16,ROCK TOP
2642,1789052.634,305207.09,-1.428,2,16,ROCK TOP
2643,1789051.367,305205.726,-1.66,2,16,ROCK TOP
2644,1789049.576,305203.967,-1.623,2,16,ROCK TOP
2645,1789049.065,305201.912,-1.506,2,16,ROCK TOP
2646,1789048.116,305199.49,-1.701,2,16,ROCK TOP
2647,1789047.621,305198.358,-1.833,2,16,ROCK TOP
2648,1789046.61,305196.281,-1.741,2,16,ROCK TOP
2649,1789045.465,305194.887,-1.502,2,16,ROCK TOP
2650,1789044.039,305193.162,-1.575,2,16,ROCK TOP
2651,1789042.747,305191.397,-1.76,2,16,ROCK TOP
2652,1789042,305190.119,-1.695,2,16,ROCK TOP
2653,1789041.087,305188.149,-2.66,2,16,GS
2654,1789012.141,305204.958,-2.265,3,16,GS
2655,1789012.46,305206.048,-1.561,3,16,ROCK TOP
2656,1789012.934,305207.957,-1.515,3,16,ROCK TOP
2657,1789014.435,305209.727,-1.597,3,16,ROCK TOP
2658,1789015.411,305210.601,-1.47,3,16,ROCK TOP
2659,1789016.163,305212.645,-1.684,3,16,ROCK TOP
2660,1789018.136,305213.24,-1.681,3,16,ROCK TOP
2661,1789018.823,305215.492,-1.641,3,16,ROCK TOP
2662,1789020.138,305216.773,-1.674,3,16,ROCK TOP
2663,1789021.088,305218.973,-1.528,3,16,ROCK TOP
2664,1789021.798,305219.963,-1.739,3,16,ROCK TOP
2665,1789023.395,305221.398,-1.682,3,16,ROCK TOP
2666,1789023.788,305223.263,-1.595,3,16,ROCK TOP
2667,1789024.996,305225.218,-1.494,3,16,ROCK TOP
2668,1789026.699,305227.03,-1.643,3,16,ROCK TOP
2669,1789027.076,305229.219,-1.634,3,16,ROCK TOP
2670,1789028.377,305230.782,-1.677,3,16,ROCK TOP
2671,1789028.579,305231.781,-2.604,3,16,GS
2687,1789004.285,305211.281,-2.495,4,16,GS
2688,1789004.692,305212.141,-1.716,4,16,ROCK TOP
2689,1789004.983,305213.907,-1.601,4,16,ROCK TOP
2690,1789006.949,305215.323,-1.644,4,16,ROCK TOP
2691,1789007.636,305217.371,-1.617,4,16,ROCK TOP
2692,1789009.1,305219.651,-1.593,4,16,ROCK TOP
2693,1789010.61,305223.132,-1.681,4,16,ROCK TOP
2694,1789010.881,305225.206,-1.505,4,16,ROCK TOP
2695,1789011.062,305227.283,-1.789,4,16,ROCK TOP
2696,1789012.835,305228.944,-1.551,4,16,ROCK TOP
2697,1789013.438,305230.562,-1.614,4,16,ROCK TOP
2698,1789015.068,305231.412,-1.636,4,16,ROCK TOP
2699,1789016.732,305232.929,-1.626,4,16,ROCK TOP
2700,1789017.14,305234.275,-1.668,4,16,ROCK TOP
2701,1789018.399,305235.248,-1.59,4,16,ROCK TOP
2702,1789018.969,305236.775,-2.443,4,16,GS
2672,1789003.758,305247.159,-2.522,5,16,GS
2673,1789003.728,305245.832,-1.664,5,16,ROCK TOP
2674,1789002.688,305244.657,-1.725,5,16,ROCK TOP
2675,1789001.865,305242.452,-1.625,5,16,ROCK TOP
2676,1788999.971,305240.38,-1.562,5,16,ROCK TOP
2677,1788999.018,305238.79,-1.55,5,16,ROCK TOP
2678,1788997.647,305236.52,-1.635,5,16,ROCK TOP
2679,1788994.591,305234.45,-1.056,5,16,ROCK TOP
2680,1788994.442,305231.621,-1.502,5,16,ROCK TOP
2681,1788993.787,305230.406,-1.462,5,16,ROCK TOP
2682,1788992.167,305228.654,-1.677,5,16,ROCK TOP
2683,1788990.59,305226.88,-1.565,5,16,ROCK TOP
2684,1788989.34,305225.743,-1.537,5,16,ROCK TOP
2685,1788989.039,305223.805,-1.763,5,16,ROCK TOP
2686,1788988.78,305222.774,-2.504,5,16,GS
2703,1788947.833,305286.913,-2.012,6,16,GS
2704,1788946.451,305285.491,-1.438,6,16,ROCK TOP
2705,1788945.574,305283.354,-1.584,6,16,ROCK TOP
2706,1788944.757,305281.741,-1.581,6,16,ROCK TOP
2707,1788943.594,305279.759,-1.572,6,16,ROCK TOP
2708,1788942.654,305278.148,-1.645,6,16,ROCK TOP
2709,1788940.025,305276.287,-1.515,6,16,ROCK TOP
2710,1788938.66,305274.656,-1.555,6,16,ROCK TOP
2711,1788937.986,305273.396,-1.513,6,16,ROCK TOP
2712,1788936.931,305272.26,-1.726,6,16,ROCK TOP
2713,1788936.9,305271.073,-1.362,6,16,ROCK TOP
2714,1788935.425,305269.858,-1.663,6,16,ROCK TOP
2715,1788934.253,305268.391,-1.552,6,16,ROCK TOP
2716,1788934.084,305266.41,-1.632,6,16,ROCK TOP
2717,1788932.493,305264.548,-1.606,6,16,ROCK TOP
2718,1788931.576,305263.522,-1.581,6,16,ROCK TOP
2719,1788930.25,305262.514,-1.597,6,16,ROCK TOP
2720,1788929.303,305261.502,-2.157,6,16,GS
2721,1788906.668,305278.514,-2.105,7,16,GS
2722,1788907.464,305279.493,-1.686,7,16,GS
2723,1788907.436,305280.008,-1.636,7,16,ROCK TOP
2724,1788908.382,305281.582,-1.578,7,16,ROCK TOP
2725,1788909.526,305283.497,-1.59,7,16,ROCK TOP
2726,1788910.218,305284.737,-1.58,7,16,ROCK TOP
2727,1788911.165,305286.864,-1.584,7,16,ROCK TOP
2728,1788912.168,305288.025,-1.652,7,16,ROCK TOP
2729,1788913.061,305288.702,-1.685,7,16,ROCK TOP
2730,1788913.93,305290.472,-1.605,7,16,ROCK TOP
2731,1788914.707,305292.323,-1.432,7,16,ROCK TOP
2732,1788915.925,305294.039,-1.634,7,16,ROCK TOP
2733,1788916.553,305295.88,-1.428,7,16,ROCK TOP
2734,1788918.346,305296.626,-1.589,7,16,ROCK TOP
2735,1788919.045,305298.388,-1.416,7,16,ROCK TOP
2736,1788920.187,305299.301,-1.217,7,16,ROCK TOP
2737,1788920.633,305301.055,-1.556,7,16,ROCK TOP
2738,1788922.118,305302.875,-1.545,7,16,ROCK TOP
2739,1788923.57,305304.19,-1.771,7,16,GS
2740,1788893.538,305327.731,-1.82,8,16,GS
2741,1788892.414,305326.646,-1.316,8,16,ROCK TOP
2742,1788891.229,305324.788,-1.552,8,16,ROCK TOP
2743,1788890.14,305323.411,-1.578,8,16,ROCK TOP
2744,1788889.86,305321.437,-1.532,8,16,ROCK TOP
2745,1788888.37,305320.149,-1.285,8,16,ROCK TOP
2746,1788887.691,305318.344,-1.513,8,16,ROCK TOP
2747,1788886.534,305317.132,-1.439,8,16,ROCK TOP
2748,1788886.081,305315.944,-1.224,8,16,ROCK TOP
2749,1788885.204,305313.679,-1.068,8,16,ROCK TOP
2750,1788883.537,305312.424,-1.295,8,16,ROCK TOP
2751,1788882.77,305311.21,-1.323,8,16,ROCK TOP
2752,1788882.084,305309.934,-1.365,8,16,ROCK TOP
2753,1788881.088,305308.256,-1.34,8,16,ROCK TOP
2754,1788879.248,305307.042,-1.372,8,16,ROCK TOP
2755,1788879.384,305304.77,-1.442,8,16,ROCK TOP
2756,1788877.927,305303.373,-1.556,8,16,ROCK TOP
2757,1788878.019,305301.089,-1.581,8,16,ROCK TOP
2758,1788876.987,305299.022,-2.044,8,16,GS
2759,1788847.796,305319.353,-2.16,9,16,GS
2760,1788849.477,305320.812,-1.732,9,16,ROCK TOP
2761,1788850.07,305321.991,-1.598,9,16,ROCK TOP
2762,1788850.647,305323.68,-1.664,9,16,ROCK TOP
2763,1788851.613,305325.345,-1.572,9,16,ROCK TOP
2764,1788851.033,305327.25,-1.708,9,16,ROCK TOP
2765,1788851.936,305329.252,-1.246,9,16,ROCK TOP
2766,1788853.182,305331.269,-1.427,9,16,ROCK TOP
2767,1788853.619,305333.305,-1.621,9,16,ROCK TOP
2768,1788855.418,305335.273,-1.647,9,16,ROCK TOP
2769,1788856.152,305337.513,-1.358,9,16,ROCK TOP
2770,1788857.049,305340.245,-1.503,9,16,ROCK TOP
2771,1788856.934,305340.239,-1.512,9,16,ROCK TOP
2772,1788857.071,305342.089,-1.38,9,16,ROCK TOP
2773,1788857.634,305343.542,-1.524,9,16,ROCK TOP
2774,1788859.007,305344.881,-1.484,9,16,ROCK TOP
2775,1788859.571,305349.35,-1.8,9,16,GS
2776,1788820.989,305373.36,-1.819,10,16,GS
2777,1788819.825,305371.802,-1.474,10,16,ROCK TOP
2778,1788819.897,305369.404,-1.439,10,16,ROCK TOP
2779,1788819.244,305367.65,-1.419,10,16,ROCK TOP
2780,1788817.806,305365.718,-1.366,10,16,ROCK TOP
2781,1788817.475,305363.041,-1.546,10,16,ROCK TOP
2782,1788816.769,305361.131,-1.67,10,16,ROCK TOP
2783,1788815.178,305358.874,-1.769,10,16,ROCK TOP
2784,1788814.283,305357.462,-1.662,10,16,ROCK TOP
2785,1788813.361,305356.06,-1.711,10,16,ROCK TOP
2786,1788813.097,305354.34,-1.676,10,16,ROCK TOP
2787,1788811.561,305353.355,-1.744,10,16,ROCK TOP
2788,1788810.549,305351.435,-1.488,10,16,ROCK TOP
2789,1788809.833,305349.614,-1.672,10,16,ROCK TOP
2790,1788809.121,305347.83,-1.686,10,16,ROCK TOP
2791,1788808.584,305345.814,-1.668,10,16,ROCK TOP
2792,1788808.218,305345.434,-2.147,10,16,GS
2793,1788743.183,305340.217,-2.472,11,16,GS
2794,1788743.229,305341.619,-1.63,11,16,ROCK TOP
2795,1788743.1,305343.148,-1.803,11,16,ROCK TOP
2796,1788743.263,305344.933,-1.768,11,16,ROCK TOP
2797,1788743.771,305346.539,-1.682,11,16,ROCK TOP
2798,1788744.784,305348.579,-1.799,11,16,ROCK TOP
2799,1788743.623,305351.134,-1.62,11,16,ROCK TOP
2800,1788743.521,305353.007,-1.642,11,16,ROCK TOP
2801,1788744.362,305354.939,-1.553,11,16,ROCK TOP
2802,1788744.337,305356.903,-1.512,11,16,ROCK TOP
2803,1788744.173,305358.468,-1.521,11,16,ROCK TOP
2804,1788744.496,305360.702,-1.38,11,16,ROCK TOP
2805,1788745.261,305362.839,-1.462,11,16,ROCK TOP
2806,1788746.425,305364.841,-1.482,11,16,ROCK TOP
2807,1788746.564,305366.595,-1.42,11,16,ROCK TOP
2808,1788746.834,305368.442,-1.635,11,16,ROCK TOP
2809,1788746.42,305370.829,-2.247,11,16,GS
2810,1788717.564,305367.444,-2.377,12,16,GS
2811,1788717.261,305366.657,-1.738,12,16,ROCK TOP
2812,1788717.328,305365.658,-1.498,12,16,ROCK TOP
2813,1788716.839,305363.905,-1.665,12,16,ROCK TOP
2814,1788715.654,305362.814,-1.672,12,16,ROCK TOP
2815,1788715.78,305361.152,-1.438,12,16,ROCK TOP
2816,1788715.591,305358.503,-1.475,12,16,ROCK TOP
2817,1788715.029,305356.549,-1.502,12,16,ROCK TOP
2818,1788713.739,305355.276,-1.538,12,16,ROCK TOP
2819,1788713.505,305353.405,-1.68,12,16,ROCK TOP
2820,1788713.217,305351.489,-1.534,12,16,ROCK TOP
2821,1788712.552,305349.554,-1.616,12,16,ROCK TOP
2822,1788711.791,305346.954,-1.538,12,16,ROCK TOP
2823,1788711.163,305345.475,-1.435,12,16,ROCK TOP
2824,1788710.93,305343.353,-1.471,12,16,ROCK TOP
2825,1788710.342,305341.428,-1.596,12,16,ROCK TOP
2826,1788709.547,305339.985,-1.646,12,16,ROCK TOP
2827,1788709.407,305339.091,-1.61,12,16,ROCK TOP
2828,1788708.949,305336.897,-2.51,12,16,GS
2829,1788692.52,305334.851,-2.634,13,16,GS
2830,1788693.098,305337.474,-1.841,13,16,ROCK TOP
2831,1788691.532,305339.829,-1.528,13,16,ROCK TOP
2832,1788691.617,305341.63,-1.443,13,16,ROCK TOP
2833,1788691.793,305343.293,-1.698,13,16,ROCK TOP
2834,1788692.44,305346.247,-1.662,13,16,ROCK TOP
2835,1788692.08,305348.533,-1.447,13,16,ROCK TOP
2836,1788692.503,305349.995,-1.636,13,16,ROCK TOP
2837,1788693.153,305352.16,-1.546,13,16,ROCK TOP
2838,1788692.661,305354.094,-1.567,13,16,ROCK TOP
2839,1788692.593,305355.963,-1.679,13,16,ROCK TOP
2840,1788692.258,305357.692,-1.616,13,16,ROCK TOP
2841,1788691.937,305360.404,-1.42,13,16,ROCK TOP
2842,1788692.118,305361.269,-1.624,13,16,ROCK TOP
2843,1788691.962,305365.658,-1.589,13,16,ROCK TOP
2844,1788692.062,305367.78,-2.462,13,16,GS
2845,1788630.671,305361.694,-2.735,14,16,GS
2846,1788630.455,305360.167,-1.525,14,16,ROCK TOP
2847,1788631.767,305358.208,-1.52,14,16,ROCK TOP
2848,1788631.26,305356.33,-1.349,14,16,ROCK TOP
2849,1788630.751,305354.315,-1.569,14,16,ROCK TOP
2850,1788630.698,305352.383,-1.541,14,16,ROCK TOP
2851,1788631.2,305351.01,-1.571,14,16,ROCK TOP
2852,1788631.391,305348.319,-1.596,14,16,ROCK TOP
2853,1788631.139,305345.373,-1.567,14,16,ROCK TOP
2854,1788631.545,305343.604,-1.518,14,16,ROCK TOP
2855,1788631.719,305341.698,-1.743,14,16,ROCK TOP
2856,1788632.03,305340.099,-1.484,14,16,ROCK TOP
2857,1788632.394,305338.223,-1.39,14,16,ROCK TOP
2858,1788631.515,305336.316,-1.615,14,16,ROCK TOP
2859,1788629.414,305332.553,-1.587,14,16,ROCK TOP
2860,1788629.152,305331.335,-2.813,14,16,GS
2861,1788611.202,305329.557,-2.799,15,16,GS
2862,1788612.072,305329.635,-1.642,15,16,ROCK TOP
2863,1788612.297,305331.237,-1.549,15,16,ROCK TOP
2864,1788613.178,305333.132,-1.78,15,16,ROCK TOP
2865,1788613.807,305335.332,-1.642,15,16,ROCK TOP
2866,1788613.15,305337.041,-1.671,15,16,ROCK TOP
2867,1788613.741,305339.266,-1.751,15,16,ROCK TOP
2868,1788615.949,305340.83,-1.734,15,16,ROCK TOP
2869,1788615.561,305343.228,-1.809,15,16,ROCK TOP
2870,1788614.52,305346.779,-1.618,15,16,ROCK TOP
2871,1788615.522,305348.023,-1.671,15,16,ROCK TOP
2872,1788617.513,305349.739,-1.638,15,16,ROCK TOP
2873,1788616.332,305352.997,-1.615,15,16,ROCK TOP
2874,1788616.276,305355.158,-1.485,15,16,ROCK TOP
2875,1788616.737,305358.076,-1.658,15,16,ROCK TOP
2876,1788616.704,305359.856,-2.975,15,16,GS
2877,1788594.715,305357.287,-3.203,16,16,GS
2878,1788594.836,305356.229,-1.709,16,16,ROCK TOP
2879,1788594.029,305354.098,-1.708,16,16,ROCK TOP
2880,1788594.468,305352.244,-1.735,16,16,ROCK TOP
2881,1788593.996,305349.558,-1.619,16,16,ROCK TOP
2882,1788594.303,305346.907,-1.637,16,16,ROCK TOP
2883,1788594.227,305343.906,-1.854,16,16,ROCK TOP
2884,1788595.039,305340.877,-1.629,16,16,ROCK TOP
2885,1788594.589,305338.61,-1.765,16,16,ROCK TOP
2886,1788594.319,305336.238,-1.779,16,16,ROCK TOP
2887,1788594.63,305333.369,-1.736,16,16,ROCK TOP
2888,1788595.473,305329.972,-1.842,16,16,ROCK TOP
2889,1788596.325,305328.454,-1.526,16,16,ROCK TOP
2890,1788595.407,305326.024,-3.012,16,16,GS
3508,1788554.906,305325.289,-3.265,17,16,GS
3509,1788554.983,305326.8,-1.886,17,16,ROCK TOP
3510,1788553.88,305328.954,-1.868,17,16,ROCK TOP
3511,1788553.072,305331.375,-1.847,17,16,ROCK TOP
3512,1788553.158,305334.08,-1.779,17,16,ROCK TOP
3513,1788553.055,305335.919,-1.881,17,16,ROCK TOP
3514,1788552.02,305338.367,-1.855,17,16,ROCK TOP
3515,1788551.955,305341,-1.858,17,16,ROCK TOP
3516,1788551.808,305343.024,-1.886,17,16,ROCK TOP
3517,1788552.002,305345.119,-1.877,17,16,ROCK TOP
3518,1788552.181,305347.38,-1.915,17,16,ROCK TOP
3519,1788552.345,305349.272,-1.922,17,16,ROCK TOP
3520,1788552.906,305351.554,-1.904,17,16,ROCK TOP
3521,1788553.134,305353.592,-1.975,17,16,ROCK TOP
3522,1788552.627,305355.407,-3.61,17,16,GS
3211,1786529.509,305687.413,-3.855,1,18,GS
3212,1786530.093,305688.679,-2.03,1,18,ROCK TOP
3213,1786531.35,305690.845,-1.918,1,18,ROCK TOP
3214,1786532.953,305693.194,-1.885,1,18,ROCK TOP
3215,1786535.07,305695.641,-1.855,1,18,ROCK TOP
3216,1786536.076,305697.31,-1.976,1,18,ROCK TOP
3217,1786540.292,305700.262,-1.976,1,18,ROCK TOP
3218,1786541.073,305702.928,-1.924,1,18,ROCK TOP
3219,1786541.799,305706.635,-1.964,1,18,ROCK TOP
3220,1786543.351,305709.558,-1.994,1,18,ROCK TOP
3221,1786544.032,305712.135,-1.993,1,18,ROCK TOP
3222,1786544.476,305714.446,-3.915,1,18,GS
3223,1786496.948,305740.216,-3.443,2,18,GS
3224,1786496.794,305739.252,-1.839,2,18,ROCK TOP
3225,1786495.714,305737.293,-1.782,2,18,ROCK TOP
3226,1786494.188,305735.305,-1.881,2,18,ROCK TOP
3227,1786493.547,305732.82,-1.95,2,18,ROCK TOP
3228,1786493.046,305729.69,-1.934,2,18,ROCK TOP
